restaurant_id;name;address;street1;street2;city;state;country;postal_code;latitude;longitude;phone;email;website;tripadvisor_location_id;tripadvisor_url;tripadvisor_rating;tripadvisor_rating_image_url;tripadvisor_review_count;tripadvisor_ranking_string;tripadvisor_price_level;tripadvisor_cuisine;ta_photo_1_url;ta_photo_1_caption;ta_photo_2_url;ta_photo_2_caption;ta_photo_3_url;ta_photo_3_caption;ta_photo_4_url;ta_photo_4_caption;ta_photo_5_url;ta_photo_5_caption;ta_review_1_text;ta_review_1_rating;ta_review_1_date;ta_review_1_title;ta_review_1_author;ta_review_2_text;ta_review_2_rating;ta_review_2_date;ta_review_2_title;ta_review_2_author;ta_review_3_text;ta_review_3_rating;ta_review_3_date;ta_review_3_title;ta_review_3_author;ta_review_4_text;ta_review_4_rating;ta_review_4_date;ta_review_4_title;ta_review_4_author;ta_review_5_text;ta_review_5_rating;ta_review_5_date;ta_review_5_title;ta_review_5_author;data_collected_at;api_calls_used
822;Zirve Pastanesi;;Degirmen Sokak;Kozyatagi Mh. Kadikoy;Ýstanbul;;Türkiye;34742;40,97327;29,0982;+90 216 463 07 67;;;4346205;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d4346205-Reviews-Zirve_Pastanesi-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;4;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 4.765. sýrada;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/07/0b/10/fb/krokanli-pasta.jpg;Krokanlý Pasta;https://media-cdn.tripadvisor.com/media/photo-s/07/0b/10/fd/zirve-pastanesi.jpg;Zirve Pastanesi;https://media-cdn.tripadvisor.com/media/photo-s/07/0b/10/fc/krokanli-pasta-dilim.jpg;Krokanlý pasta dilim;;;;;hem ürünleri güzel, hem fiyatlarý makul.. daha ne ister ki insan bir pastaneden? muzlu pasta, ekler ve trileçesi özellikle çok iyi. sabah kahvaltý için poðaça, açma ve simit almak isterseniz de tavsiye ederim.;5;2017-07-19T05:18:43Z;kaliteli hizmet;moy18t;"Her zaman taze ve kaliteli ürünler alabileceðiniz bir pastane.
Günlük üretim yaptýðý için öðleden sonra birçok ürün bitiyor.
Tüm ürünlerinde kaliteli yað ve gerçek þeker kullanýyor.
Pastalarýnda çok kaliteli çikolata kullanýyor. 
Pastayý ve pastane ürünlerini seviyorsanýz ve damak tadýnýz var ise, Zirve Pastanesi ürünlerinimutlaka denemelisiniz.
Kaliteli ürünlerinin fiyatýnýn sýradan pastane ürünlerine göre biraz daha pahalý olmasý gayet doðal.";5;2016-07-25T15:50:17Z;Bu kalitede Ekler'i bulmamýz oldukça zor;ATILAGURSES;"Kozyataðý giriþinde metroya çok yakýn bir konumda bulunan Zirve pastanesinin en iyisi pastalarý. Kremasýný dahi kendileri yapýyorlar ve hiç aðýr deðil ve yerken kremayý ayýrma gereksinimi duymuyorsunuz. Son dönemlerde yaygýnlaþan trileçe tatlýsýný ilk olarak Zirve'de yedim (meþhur olmadan önce) ve bu konuda da çok baþarýlýlar. Baþka yerde yemedim ama etrafýmdan duyduklarýmla en iyisi buradaymýþ. Ayrýca poðaça,açma ve çeþitleri de çok kaliteli.
Not: Haftanýn her günü açýk fakat 19-20 saatlerinden sonra kapanmýþ oluyor. Pasta için ise sipariþ alýyorlar.";5;2014-11-11T13:38:32Z;Tek kelime ile harika;SercanS_12;;;;;;;;;;;2025-11-06T21:20:47.815640;3
823;Hasan Gültekin Gaziantep Baklavacýsý;;Sahrayýcedid Mah.Halk Sokak Golden Plaza;F Blok No.35 Kadýköy;Ýstanbul;;Türkiye;34734;40,9841;29,08881;+90 216 368 08 58;;http://www.hasangultekin.com.tr;12528674;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d12528674-Reviews-Hasan_Gultekin_Gaziantep_BaklavacIsI-Istanbul.html?m=66827;3;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 7.932. sýrada;;cafe, turkish, diner;https://media-cdn.tripadvisor.com/media/photo-s/0f/96/17/82/hasan-gultekin-gaziantep.jpg;Hasan Gültekin Gaziantep Baklavacýsý;https://media-cdn.tripadvisor.com/media/photo-s/0f/96/17/81/hasan-gultekin-gaziantep.jpg;Hasan Gültekin Gaziantep Baklavacýsý;https://media-cdn.tripadvisor.com/media/photo-s/0f/96/17/80/hasan-gultekin-gaziantep.jpg;Hasan Gültekin Gaziantep Baklavacýsý;;;;;Ramazan sabahlarýndan biri,saat 09.45 gibi kahvaltý için gittik ki bahçe kýsmýnda on kadar masa dolu,yani müþteri var,iki garson sipariþ almaya ve daðýtmaya çalýþýyor,ayný zamanda kasa görevi de yapýyorlar.Belli ki eleman eksikliði var,sipariþlerimizi veriyoruz ve uygun bir masaya oturuyoruz.Alýþtýðýmýz o klasik,eski mekan su böreðinden çok çok uzak bir börek yiyoruz.Beðenmedik,belki de Ramazan sonrasýnda tekrar denemek gerekir.Ýki börek ve dört çay için 26.- TL ödedik.;3;2017-06-11T08:34:42Z;Servis çok zayýf...;junior1907;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:20:51.465034;3
824;Pello Ocakbasi;;Kazým Özalp Sk. No:60-2 Kat:3;D:4 A-Blok, Suadiye;Ýstanbul;;Türkiye;34740;40,959167;29,072775;+90 533 703 91 11;;https://www.instagram.com/pelloocakbasi;27784747;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27784747-Reviews-Pello_Ocakbasi-Istanbul.html?m=66827;;;0;;;turkish, pub, gastropub, dining_bars, beer_restaurants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:20:54.571947;3
825;Schnitzel Landmann;;Zühtüpaþa Mah. Cemre Sok. No: 9/B;;Ýstanbul;;Türkiye;;40,98405;29,040388;+90 216 345 63 62;info@schnitzellandmann.com;https://schnitzellandmann.com;26728197;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d26728197-Reviews-Schnitzel_Landmann-Istanbul.html?m=66827;;;0;;;austrian, european;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:20:57.599886;3
826;Eda Kebap;;Cemil Akdogan Sok. No:25;Kozyatagi, Kadikoy;Ýstanbul;;Türkiye;;40,97084;29,09755;4633424;;;2683160;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2683160-Reviews-Eda_Kebap-Istanbul.html?m=66827;2,4;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/2.5-66827-5.svg;19;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 9.083. sýrada;$$$$;;;;;;;;;;;;Ailemle Eda Kebap Ocakbaþýna gittik. Etleri çok geç getirdiler. Asýk suratlý saygýsýz personel on kere ayný þeyleri söylettiler. Daha yemeðimizi bitirmeden tabaklarý toplamaya çalýþtýlar. Ailemle huzurlu yemek yiyemedik. Gitmeyin hiç tavsiye etmem.;1;2022-10-29T14:48:14Z;Rezil servis ve kaba personel;Esray1923;Yazýlan yorumlara bir anlam veremedim. Adana dan Antep e, Urfa dan Mardin e her yerde kebap lezzetlerini arayan biri olarak Eda kebap tartýþmasýz anadolu yakasýnýn en iyi kebapçýsý. Bilenler bilir muadili ancak fatih horhor da bulunabilir. Çok yüksek kalite et kullanan ve çok iyi piþirilen kebap arýyorsanýz hiç düþünmeden gidebilirsiniz. Servis biraz mahalle arasý lokantalarda olduðu gibi ahbap çavuþ iliþkisi ancak lezzet harika;5;2018-12-25T10:43:45Z;Harika;funlovin_c;Son halinin kýsa  özeti: Salatadan çýkan saç, kovulur gibi toplanan masa, hesaba eklenen ekstralar, saygýsýz servis elemanlarý... eski hali ile hatýrlamak isteyeceðiniz bir yer. Bir daha asla kapýsýndan girmeyeceðimiz mekan. ;1;2018-09-17T11:38:19Z;Bir daha asla , kötü hijyen ve kötü servis ;gozdecanb;Bir kere yazýp þikayetçi olmuþtum. Tekrar deneyelim dedim. Lahmacun söyledik. Hiç beðenmedim. Kuru, yaðsýz tatsýz tuzsuz. Nerede eki Eda..Bir daha buradan lahmacun yemiyeceðim.;2;2018-08-30T05:17:16Z;Eda Kebap;raiferisen;kendine has mutfaðýyla bildiðimiz mekan servis kalitesizliði, yüksek fiyatlar, elle yazýlmýþ adisyon/hesap, hesabýn detaylarýndaki belirsizlik yüzünden eski ününü yitirdi. aydýnlatmasýndaki yetersizlik sürüyor.;2;2017-11-13T02:34:04Z;kalitesizlikte istikrar;441serdare;2025-11-06T21:21:00.690825;3
827;Türkmenoðlu Lokantasý;;Kurbaðalý Dere Cad. No:1/A Kadýköy;Hasanpaþa;Ýstanbul;;Türkiye;;40,99273;29,03467;3391497;;;3374610;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d3374610-Reviews-Turkmenoglu_Lokantasi-Istanbul.html?m=66827;4,3;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg;4;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 4.557. sýrada;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/03/a4/ff/10/turkmenoglu-lokantasi.jpg;View from countertop;https://media-cdn.tripadvisor.com/media/photo-s/03/a4/ff/1d/turkmenoglu-lokantasi.jpg;A typical pot dish;https://media-cdn.tripadvisor.com/media/photo-s/2e/7f/f4/81/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2e/7f/f4/80/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/03/a4/ff/17/turkmenoglu-lokantasi.jpg;Paça soup;ailecek tercih ettiðimiz bir lokanta. yemekler leziz, çalýþanlar güleryüzlü, fiyatlar uygun. konum olarak da rahat ulaþabileceðiniz bir yerde.;5;2025-01-06T02:36:30Z;Kaliteli ve uygun fiyatlý harika bir mekan;hakandP8496VT;Saðlýklý yemek yemek için civardaki en iyi alternatif.Güleryüzlü hizmeti ile tam bir aile iþletmesi...;4;2013-03-22T06:47:49Z;Kebap ve fastfood'tan býkanlar için süper öðle yemeði alternatifi;SerkanY709;Türkmenoðlu iþ yerimizin yakýnýnda her öðlen vakti yemeklerini severek yiyoruz. Size de tavsiye ederim Kadýköy bölgesinin en iyi esnaf lokantalarýndan biri diyebilirim. Afiyet olsun.;4;2013-03-22T04:30:01Z;Her gün geliyoruz;onderkiremitci;;;;;;;;;;;2025-11-06T21:21:03.789867;3
828;La Bougee Beef & Burger;;Feneryolu Mahallesi, Gazi Muhtar Paþa Sokak, No 12;Kadýköy;Ýstanbul;;Türkiye;34724;40,9829;29,052498;+90 532 286 20 99;;;33215994;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d33215994-Reviews-La_Bougee_Beef_Burger-Istanbul.html?m=66827;;;0;;;american, fast_food;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:21:06.863420;3
829;Hanedan restaurant&cafe;;2/A Buyukresitpasa Cad. Istanbul Vezneciler;;Ýstanbul;;Türkiye;34134;41,005608;29,01218;+90 534 837 80 42;h_poyraz_44@hotmail.com;;7912180;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d7912180-Reviews-Hanedan_restaurant_cafe-Istanbul.html?m=66827;3,4;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;5;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 6.817. sýrada;$$ - $$$;turkish;https://media-cdn.tripadvisor.com/media/photo-s/26/1f/ad/c5/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/07/bc/9d/d9/grill-meat-mix.jpg;Grill meat mix;https://media-cdn.tripadvisor.com/media/photo-s/26/1f/ad/c6/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/26/1f/ad/c4/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/26/1f/ad/c3/caption.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:21:10.241310;3
830;Moda Aile Cay Bahcesi;;Caferaga Mahallesi, Moda Caddesi, Ferit Tek Sokak, No:13;;Ýstanbul;;Türkiye;;40,981087;29,020796;+90 216 337 99 86;;https://www.facebook.com/modaailecaybahcesi;8609367;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d8609367-Reviews-Moda_Aile_Cay_Bahcesi-Istanbul.html?m=66827;3,6;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;62;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 3.947. sýrada;$;cafe;https://media-cdn.tripadvisor.com/media/photo-s/0b/66/4e/de/moda-tea-garden.jpg;Moda Tea Garden;https://media-cdn.tripadvisor.com/media/photo-s/0a/5a/d1/61/view-from-moda-cay-bahcesi.jpg;view from Moda Çay Bahçesi;https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/86/ae/modada-cay-pasta-keyfi.jpg;MODADA ÇAY PASTA KEYFÝ;https://media-cdn.tripadvisor.com/media/photo-s/18/09/93/d7/photo1jpg.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/18/09/93/d6/photo0jpg.jpg;;3  çaya 165 lira alan, yýllardýr kazancýna göre vergi verip vermediðinden emin olunamayan vasat altý kazýkçý yerdir. Bir daha adým atýlmayacak...;1;2025-08-04T10:50:22Z;Kazýk;CemKayaalp;masalarý eski ve muþamba sermiþler, muþamba kirli sipariþ ettiðimiz çay bardaðý kirli ve buðuluydu kahveleri masaya çat diye koydular çalýþanlar oldukça kaba keþke çayýmý evde içseydim;1;2025-06-21T13:58:55Z;asla önermiyorum;844cemreg;Çay buz gibi geldi..Çay bahçesi ama çayý soðuk getiriyorlar..Dolaþtýrýyor tepsiyle almayan olunca çaylar soðuyor. Ayrýca soðuk olunca iki yudumda bitiriyorsunuz ve sonra tekrar soruyor tazeleyim mi diye..;1;2025-04-20T21:30:19Z;Soðuk çay;248erdala;Yemekler çok taze ve lezzetliydi. Servis hýzlýydý ve çalýþanlar çok nazikti. Mekanýn atmosferi de çok hoþtu. Ailece veya arkadaþlarla gelmek için harika bir yer. Herkese tavsiye ederim!;5;2025-02-04T18:05:56Z;Kesinlikle tavsiye ediyorum;bunf2025;Çaylar biraz soðuk geliyor ve servis oldukça yavaþ, ancak manzara gerçekten harika ve ortam oldukça sakin. Keyifli bir atmosfer arayanlar için güzel bir seçenek olabilir.;4;2025-02-04T17:55:26Z;Oneriyorum;F1612ZVesray;2025-11-06T21:21:13.629408;3
831;Hacibasar Kebap VE Baklava;;Barbaros Mah. Aykutlar Sok. No.3 Atasehir;;Ýstanbul;;Türkiye;34750;40,99078;29,098717;+90 216 575 19 55;hacibasar@hacibasar.com;http://www.hacibasar.com;6707581;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d6707581-Reviews-Hacibasar_Kebap_VE_Baklava-Istanbul.html?m=66827;4;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.0-66827-5.svg;2;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 7.345. sýrada;;turkish;;;;;;;;;;;Çok çok mükemmel bir mekan deðil bana göre.Çok daha iyi kebap yapan yerler var.Bir de erenköydeki yeriyle ataþehir arasýnda fark var gibi geldi bana.evet döneri þahane.döneri dýþýnda kuzu þiþ,çöp þiþ idare eder.bu arada temizlik konusunda biraz sýkýntý vardý.bardaklarý kokuyordu,deðiþtirdik.masalarýn üzerinde kediler geziyor kimsenin kovaladýðý yok.hijheyene pek önem vermiyorlar gibi geldi.ama genel olarak idare eder.dediðim gibi tek tavsiye ettiðim döneri.þahane.;3;2016-07-14T09:29:52Z;Ortalama Bir Mekan;derina140;Lezzetin tutkuya dönüþümü ataþehirde elit bir mekan lezzetiyle hizmetiyle sizi büyüleyebilir teþekkürler hacýbaþar.;5;2014-06-06T10:50:26Z;lezzetin tutkuya dönüþümü;Ahmet61;;;;;;;;;;;;;;;;2025-11-06T21:21:16.815512;3
832;Durak Pide Salonu;;Karsli Ahmet Cad. No:49;Icerenkoy, Atasehir;Ýstanbul;;Türkiye;;40,970314;29,111092;5737843;;;2674125;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2674125-Reviews-Durak_Pide_Salonu-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;2;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 4.748. sýrada;;turkish;;;;;;;;;;;düzenli olarak sipariþ veriyorum zaten gitmeme de gerek kalmýyor ilgi alakalarý çok güzel ve sipariþi o kadar hýzlý getiriyorlar ki þok oldum rakiplerine geçmiþ olsun;5;2024-11-21T14:11:10Z;lezzet baþka yerde yok;864emiry;"Durak pide salonunda pide yemeyenler pide yedim demesinler bence  kaliteden ödün vermeden ucuz fiyatlarda pide satýyorlar sýcak havada ön tarafýnda bulunan sarmaþýklarýn altýnda püfür püfür esen rüzgarda serinleyip nefis pidelerini tatmak için mutlaka uðrayýn.

Muzof";5;2012-12-31T12:27:39Z;süper bir yer;muzof;;;;;;;;;;;;;;;;2025-11-06T21:21:20.542716;3
833;Li?monatta Kalamiþ;;Fenerbahçe Mah. Fenerkalamiþ Cad, Yelken Sk. No:1;Kadýköy;Kadýköy;Yalova Ýli;Türkiye;34726;40,978252;29,041304;+90 533 453 35 77;;http://www.instagram.com/limonattabitez/;24102968;https://www.tripadvisor.com.tr/Restaurant_Review-g24136882-d24102968-Reviews-Li_monatta_Kalamis-Kadikoy.html?m=66827;4,3;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg;4;Kadýköy bölgesindeki 29 Yemek Mekanlarý arasýndan 4. sýrada;$;;https://media-cdn.tripadvisor.com/media/photo-s/24/7d/d6/8a/ic-mekan.jpg;iç mekan;https://media-cdn.tripadvisor.com/media/photo-s/24/7d/d8/60/muthis-ikili.jpg;Müthiþ ikili;https://media-cdn.tripadvisor.com/media/photo-s/24/7d/d8/5a/4-cesit-peynir-ve-zeytin.jpg;4 çeþit peynir ve zeytin çeþitlerimiz;https://media-cdn.tripadvisor.com/media/photo-s/24/7d/d8/50/el-acmasi-borek-masanizin.jpg;El açmasý börek masanýzýn favorisi olacak;https://media-cdn.tripadvisor.com/media/photo-s/24/7d/d8/38/enfes-menemen-sofralarda.jpg;Enfes Menemen sofralarda;Google da ki yorumlara aldanýp gittik vasat civarý reçel peynir ývýr zývýr. Çok güzel þuyu buyu  denecek bir þey yok.4 kiþi oturduk 2 kiþilik serpme kahvaltý, yanýnda ekstra tost, paçanga böreði, zebzeli omlet dedik.Serpme kahvaltý iki kiþilik diye hesaba ekstra  320 lira (kiþi baþý 160) çay ve servis parasý eklediler.Birþey demedim  ama bir daha da gitmem. Kimseye de tavsiye etmem. Google da ki olumlu yorumlar iþletmenin kendisinin yada  eþ dost hatýra binaen yazmýþ  diye düþünüyorum...;3;2024-04-10T04:23:57Z;LÝMONATTA KALAMIÞ-OLMAMIÞ;alaattint2014;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:21:23.712350;3
834;Little Caesars Pizza;;Nuhkuyusu Cad. Yonca Apt. No:159 D:1 Baðlarbaþý, Üsküdar;;Ýstanbul;;Türkiye;;41,01316;29,02432;3109000;;http://www.littlecaesars.com.tr;3340212;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d3340212-Reviews-Little_Caesars-Istanbul.html?m=66827;3,3;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;4;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 7.865. sýrada;;pizza;https://media-cdn.tripadvisor.com/media/photo-p/0f/92/5e/e6/begendim.jpg;Beðendim...;;;;;;;;;"Yine gelen sms ile yeni bir kampanya yaptýklarýný haber verdiler.
Maç keyfi,maç menüsü ile yaþanýr diye.Orta pizza alana,orta pizza+ içecek+ patates bedavaymýþ.Biz de hemen uðrayýp bu kampanyadan faydalandýk,pizza sipariþimizi verdik ve afiyetle yedik,beðendik diyebilirim.Fast food pizzacý iþte,bol malzeme,
mis gibi kokuyor,çýtýr çýtýr yedik.Bayaðý da güzeldi yani.Daha ne olacak ki?";4;2017-12-17T10:07:56Z;Kampanya...;junior1907;"Bazen pizza çok güzel ama ayný pizza üstü yanmýþ.. bir þekilde servis ediliyor. Pizza malzemeleri tuhaf dizilmiþ þekilde bize servis ediliyor. Yinede lezzetli! Çalýþanlar çok samimi ama biraz kokuyorlar. Kiþisel bakým önemli!
Yinede haftada iki gün benim favorim Little Ceasers. ";3;2017-09-06T19:39:46Z;Bazen pizza ;esenlik23;Bugün gelen sms ile yeni bir kampanya haberini veriyorlar.Orta sucuk karýþýk pizza gel al da sadece 10.- TL.Üstelik üç tane ve üzeri sipariþ verirseniz eve servis de yapýyorlarmýþ.Ben de ilk önüme çýkan þubelerine uðrayýp bir tane aldým,denedim ve de çok beðendim.Kampanyadan sizler de faydalanýn,kaçýrmayýn derim.;4;2017-06-14T12:39:42Z;Kampanya...;junior1907;Ya çok bekletildi ya da pizzanýn özelliðinden kaynaklýydý fakat pizzam aþýrý kuruydu. Eti bol pizza görüntüde mükemmel olsada lezzet olarak çok kötüydü. ;2;2017-05-01T18:20:41Z;Kurumuþ pizza;cptyalcin53;;;;;;2025-11-06T21:21:26.920723;3
835;Faruk Gulluoglu;;Sahrayý cedit Mah, E5 Ankara Asfaltý, Baykal Sok Golden Plaza, F Blok, No:1;Kozyataðý Mahallesi;Ýstanbul;;Türkiye;34742;40,983707;29,090881;+90 216 368 08 58;kozyatagibaklava@gmail.com;https://www.farukgulluoglu.com.tr;17848628;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d17848628-Reviews-Faruk_Gulluoglu-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T21:21:30.001388;3
